frame_idx,track_id,class_id,status,center_x,center_y,box_x1,box_y1,box_x2,box_y2,lost_frames
3,2,2,predicted,1010.8112268084786,179.18018346560382,0,0,0,0,1
3,6,1,predicted,135.40237665979254,235.19258100987346,0,0,0,0,1
4,0,0,detected,151.67044381466758,284.7414424112745,0.0,202.9604034423828,303.1891784667969,368.61773681640625,0
4,1,0,detected,1088.5535186557647,170.3355872389653,1012.6976318359375,152.66062927246094,1140.0208740234375,192.25340270996094,0
4,2,2,detected,1012.0326797874004,180.7078444527077,989.74462890625,145.57896423339844,1035.738037109375,220.85031127929688,0
4,3,0,detected,464.51896928898606,182.34357221142437,447.8583679199219,171.7414093017578,481.17254638671875,196.55821228027344,0
4,4,1,detected,1001.9653108162347,216.4809075572431,987.9926147460938,141.83958435058594,1043.888427734375,292.10821533203125,0
4,5,1,detected,599.8915084508112,234.88155520417493,589.87060546875,164.89598083496094,619.5993041992188,309.40557861328125,0
4,6,1,detected,168.78183205362015,231.94677055730622,167.39743041992188,171.82058715820312,208.99005126953125,281.4418640136719,0
5,0,0,detected,151.63834548463282,285.1504656682004,0.0,203.58392333984375,303.2148742675781,368.6421203613281,0
5,1,0,detected,1072.8574395996552,171.44988710852235,994.749755859375,154.8284454345703,1121.44775390625,193.3199005126953,0
5,2,2,detected,1010.3406720269536,181.53760803197008,990.4515380859375,148.007080078125,1027.272705078125,218.36878967285156,0
5,3,0,detected,464.4835520499318,183.00340204461097,447.73822021484375,172.07191467285156,481.1575927734375,197.0373077392578,0
5,4,1,detected,1018.634808866361,216.6534776199929,992.1251831054688,140.92611694335938,1076.639892578125,293.2198181152344,0
5,6,1,detected,183.7061522442802,230.1972962123345,175.21783447265625,172.0337677001953,217.1659393310547,281.4285583496094,0
5,7,2,detected,896.0797424316406,216.17544555664062,869.1329345703125,159.96749877929688,923.0265502929688,272.3833923339844,0
5,5,1,predicted,600.0174342857351,234.9243253816261,0,0,0,0,1
6,0,0,detected,151.55281792839824,285.3762463700119,0.0,203.12173461914062,302.94171142578125,368.6725158691406,0
6,1,0,detected,1055.4394622136624,172.30863294650922,976.5421142578125,155.43663024902344,1102.0123291015625,193.2069854736328,0
6,2,2,detected,1009.0099237063388,181.9006639245537,989.807861328125,147.94168090820312,1025.721435546875,217.3812255859375,0
6,3,0,detected,464.50718153893723,183.36037766371217,447.837646484375,171.7967529296875,481.220703125,196.56614685058594,0
6,4,1,detected,1032.9199125273628,216.01806512668026,993.5471801757812,138.7843475341797,1098.630126953125,290.1668701171875,0
6,6,1,detected,194.80136406078356,228.63330097189797,182.18017578125,172.25599670410156,226.9864501953125,278.2655029296875,0
6,7,2,detected,906.0552911568965,214.3559647935638,870.3375854492188,156.3267822265625,946.9675903320312,267.9636535644531,0
6,5,1,predicted,600.1437500261645,234.9671816117309,0,0,0,0,2
7,0,0,detected,151.650939394427,285.54762621177895,0.0,203.15408325195312,303.49517822265625,368.7074279785156,0
7,2,2,detected,1009.326999849348,181.93602919805423,990.9403686523438,146.66519165039062,1028.3779296875,217.2460479736328,0
7,3,0,detected,464.50357848988597,183.67230990295656,447.8275451660156,171.97872924804688,481.17022705078125,196.77264404296875,0
7,4,1,detected,1044.074480557896,215.48907630237352,1008.38037109375,137.57456970214844,1099.533935546875,290.8667297363281,0
7,6,1,detected,202.36765054950737,228.01100444961736,184.29864501953125,171.85618591308594,233.24435424804688,281.5986022949219,0
7,7,2,detected,914.3161601785232,213.5428351474881,869.7614135742188,156.88134765625,971.5070190429688,267.3233947753906,0
7,1,0,predicted,1054.4530084632565,172.35091168595795,0,0,0,0,1
7,5,1,predicted,600.2704556720995,235.01012389448934,0,0,0,0,3
8,0,0,detected,151.62106812267766,285.58266761105943,0.0,202.6476287841797,303.1852111816406,368.6052551269531,0
8,2,2,detected,1009.9212087147339,181.85725942947195,990.8822631835938,145.96273803710938,1030.1455078125,217.24473571777344,0
8,3,0,detected,464.47066412005415,183.86122023707858,447.71502685546875,171.8364715576172,481.1607666015625,196.6685333251953,0
8,4,1,detected,1056.5689115324153,214.70208372046838,1029.1893310546875,136.2030792236328,1105.851806640625,289.4450378417969,0
8,6,1,detected,201.19794493522622,227.9408002226612,178.34632873535156,177.5072479248047,219.86434936523438,278.4345703125,0
8,7,2,detected,924.052936565051,213.30386117221488,865.2105712890625,156.48951721191406,1000.7323608398438,269.136474609375,0
8,8,1,detected,213.5102310180664,225.7798080444336,191.01467895507812,171.5139617919922,236.0057830810547,280.045654296875,0
8,1,0,predicted,1053.4619784164875,172.39336618679656,0,0,0,0,2
8,5,1,predicted,600.39755122354,235.05315222990143,0,0,0,0,4
9,0,0,detected,151.69265538750224,285.55251874701963,0.0,202.23927307128906,303.5242614746094,368.633544921875,0
9,2,2,detected,1010.7478557982713,181.6663060588128,991.9834594726562,144.84889221191406,1031.1173095703125,217.4398956298828,0
9,3,0,detected,464.49936471533164,183.96252708803814,447.8583679199219,171.69500732421875,481.1944885253906,196.56932067871094,0
9,4,1,detected,1073.8875499261505,213.6384026242896,1052.3179931640625,129.4573516845703,1126.0985107421875,292.7918395996094,0
9,6,1,detected,200.81198020992264,228.242289032139,178.46005249023438,176.8350372314453,220.56365966796875,281.503173828125,0
9,7,2,detected,939.505675973663,212.2675154184163,886.77734375,153.48345947265625,1021.5479736328125,266.3230285644531,0
9,8,1,detected,220.16321792039787,224.97279900835574,199.5320587158203,170.74139404296875,244.25880432128906,277.24310302734375,0
9,1,0,predicted,1052.4663720733552,172.43599644902503,0,0,0,0,3
9,5,1,predicted,600.525036680486,235.09626661796716,0,0,0,0,5
10,0,0,detected,151.73052296906997,285.5959390079224,0.0,202.64122009277344,303.5321350097656,368.680419921875,0
10,2,2,detected,1010.5153374199007,182.10093663012475,990.0504150390625,145.58712768554688,1030.5211181640625,220.6094970703125,0
10,3,0,detected,464.4836023106467,184.10354026051033,447.757568359375,171.9722137451172,481.1773986816406,196.7583465576172,0
10,4,1,detected,1089.0199982822592,212.9157961407364,1059.98876953125,132.24456787109375,1143.7540283203125,290.3307800292969,0
10,6,1,detected,204.52062297178588,228.72179972514087,185.0354461669922,177.8050079345703,229.29010009765625,282.3212890625,0
10,7,2,detected,957.5840847896695,210.72901515529333,910.5438232421875,149.69735717773438,1038.766845703125,264.49505615234375,0
10,8,1,detected,224.15849177896735,224.60158954515705,204.451416015625,169.79757690429688,249.97146606445312,278.0902404785156,0
10,1,0,predicted,1051.4661894338597,172.47880247264337,0,0,0,0,4
10,5,1,predicted,600.6529120429375,235.13946705868653,0,0,0,0,6
11,0,0,detected,151.72829235217552,285.60892130242746,0.0,202.47378540039062,303.4493103027344,368.7231750488281,0
11,1,0,detected,972.2666854936069,175.23549705161193,890.082275390625,157.02061462402344,1018.9334716796875,198.1721649169922,0
11,2,2,detected,1004.5106728262839,188.04866767256252,937.7435302734375,143.2479248046875,1059.8192138671875,261.37249755859375,0
11,3,0,detected,464.4812019495106,184.12920938656802,447.7685546875,171.69314575195312,481.18792724609375,196.51759338378906,0
11,4,1,detected,1102.7903744281361,212.07874243984256,1069.951416015625,132.4375762939453,1158.054931640625,287.99334716796875,0
11,6,1,detected,208.35432549676977,228.80523982646983,189.00975036621094,175.95407104492188,233.07823181152344,282.37188720703125,0
11,8,1,detected,230.56827314194032,224.24500193926997,211.43763732910156,169.79684448242188,261.4602966308594,277.1963195800781,0
11,5,1,predicted,600.7811773108946,235.18275355205955,0,0,0,0,7
11,7,2,predicted,958.294628980757,210.69105641473317,0,0,0,0,1
12,0,0,detected,151.63674607200926,285.582805759154,0.0,202.291748046875,303.0963439941406,368.66510009765625,0
12,1,0,detected,949.1405509402881,176.6667090203511,874.2673950195312,158.9906768798828,993.4118041992188,198.39950561523438,0
12,2,2,detected,1017.2200597335511,192.0852112539359,962.4012451171875,142.79393005371094,1096.496826171875,259.9984130859375,0
12,3,0,detected,464.48894890713154,184.12644979299853,447.7242431640625,171.62098693847656,481.2672119140625,196.44781494140625,0
12,4,1,detected,1115.813912297895,211.3211474542888,1085.794921875,131.9222869873047,1166.2039794921875,287.476806640625,0
12,6,1,detected,212.57555497080406,228.63446925941233,192.78158569335938,174.40335083007812,238.3310089111328,282.3426513671875,0
12,8,1,detected,237.39333055576634,223.7490972504464,218.59307861328125,169.4524688720703,269.0802917480469,275.7903747558594,0
12,5,1,predicted,600.9098324843571,235.2261260980862,0,0,0,0,8
12,7,2,predicted,959.0079559257347,210.65296795753298,0,0,0,0,2
13,0,0,detected,151.4839542848485,285.51592399528215,0.0,202.02108764648438,302.679443359375,368.6123046875,0
13,1,0,detected,933.0054258676685,177.40310518337293,869.0587768554688,159.50367736816406,973.1240234375,197.683349609375,0
13,2,2,detected,1015.9912740565114,189.88186092527974,991.0645751953125,145.65902709960938,1038.234130859375,222.36184692382812,0
13,3,0,detected,464.46546689342006,184.17460370858777,447.6589660644531,171.79244995117188,481.2258605957031,196.62060546875,0
13,4,1,detected,1132.7011429279098,209.2610850124327,1109.81591796875,124.35057830810547,1182.677490234375,284.7877197265625,0
13,6,1,detected,217.21284694688262,227.5846408593852,198.86447143554688,174.12115478515625,242.1306915283203,276.3357849121094,0
13,7,2,detected,1026.1739611277535,206.0156927696035,987.0892333984375,144.74209594726562,1119.380859375,254.57382202148438,0
13,8,1,detected,245.1229680839426,223.5175851370769,230.37461853027344,170.07830810546875,274.39788818359375,275.9012756347656,0
13,5,1,predicted,601.0388775633253,235.26958469676651,0,0,0,0,9
14,0,0,detected,151.36559172252097,285.47482806319135,0.0,202.05416870117188,302.5165100097656,368.63128662109375,0
14,1,0,detected,921.0163835731216,177.7789968484066,869.6783447265625,159.87242126464844,955.964599609375,196.74688720703125,0
14,2,2,detected,1013.4763796847543,187.56922679362782,991.728759765625,146.38095092773438,1030.1805419921875,216.82395935058594,0
14,3,0,detected,464.47986870299695,184.1574075988706,447.6966857910156,171.62278747558594,481.2900390625,196.44183349609375,0
14,4,1,detected,1149.1813601610017,207.29959949301966,1123.630126953125,122.57491302490234,1200.198974609375,283.3907165527344,0
14,6,1,detected,224.7509305202764,227.6103695780119,206.32937622070312,173.88711547851562,255.0196990966797,281.8802185058594,0
14,7,2,detected,1055.9506201625109,203.14362855576712,1016.0377197265625,141.88784790039062,1140.6280517578125,254.2068328857422,0
14,8,1,detected,253.77495097120288,223.0959259881312,237.515625,167.02935791015625,286.0870056152344,277.1788024902344,0
14,5,1,predicted,601.168312547799,235.31312934810046,0,0,0,0,10
15,0,0,detected,151.21827339374488,285.42434248491895,0.0,201.88467407226562,302.1741027832031,368.663330078125,0
15,1,0,detected,910.2747607177453,177.9902118816242,870.3006591796875,160.14035034179688,936.6456298828125,196.18649291992188,0
15,2,2,detected,1011.9195461822208,185.88069739400217,991.552734375,146.5098419189453,1029.20458984375,216.63429260253906,0
15,3,0,detected,464.38512102656284,184.15720281732342,447.3898620605469,171.68850708007812,481.20050048828125,196.46310424804688,0
15,4,1,detected,1165.1263568304853,206.33135729233803,1131.1602783203125,119.80398559570312,1222.6898193359375,289.2086486816406,0
15,6,1,detected,230.73895893880587,227.64071121174354,210.9238739013672,174.5932159423828,259.0852966308594,281.2422180175781,0
15,7,2,detected,1080.1706876428818,200.79799707156437,1033.9564208984375,139.2074432373047,1166.3658447265625,253.1394500732422,0
15,8,1,detected,261.4429889415392,223.07055835242778,245.72950744628906,168.77490234375,290.98480224609375,277.3370056152344,0
15,5,1,predicted,601.2981374377782,235.35676005208805,0,0,0,0,11
16,0,0,detected,151.08942196842835,285.39642629889283,0.0,201.60887145996094,301.9600830078125,368.9994812011719,0
16,1,0,detected,900.16727856508,178.51184315066558,869.8117065429688,161.85691833496094,918.6327514648438,196.9291229248047,0
16,2,2,detected,1011.1030887768629,184.65451506751333,991.4334716796875,146.64549255371094,1029.18359375,216.50181579589844,0
16,3,0,detected,464.43727582778575,184.13867924481747,447.6142883300781,171.60342407226562,481.36279296875,196.4292755126953,0
16,4,1,detected,1174.8751684692127,205.53068907618209,1136.9141845703125,121.76405334472656,1223.9197998046875,286.5684509277344,0
16,6,1,detected,236.81471428669875,227.3615075376099,219.50961303710938,174.0455780029297,262.5090026855469,279.75689697265625,0
16,7,2,detected,1106.4631385342648,198.5566855271135,1060.1861572265625,135.63600158691406,1196.8681640625,252.26666259765625,0
16,8,1,detected,268.1533501615509,222.83436163536396,250.53672790527344,169.9660186767578,297.45233154296875,274.6443786621094,0
16,5,1,predicted,601.428352233263,235.40047680872928,0,0,0,0,12
17,0,0,detected,150.96057669224209,285.3312846512909,0.0,201.29763793945312,301.7104187011719,369.01220703125,0
17,1,0,detected,891.151513870265,177.7562542846007,869.8735961914062,153.11038208007812,903.0962524414062,198.21902465820312,0
17,2,2,detected,1010.702297121046,183.87316480752355,991.3195190429688,147.14938354492188,1029.3304443359375,216.73150634765625,0
17,3,0,detected,464.3590938981525,184.1438202415351,447.3592224121094,171.66363525390625,481.2135314941406,196.49803161621094,0
17,4,1,detected,1185.1850498472288,203.78498374725157,1158.0333251953125,117.0631103515625,1224.0,283.45147705078125,0
17,6,1,detected,242.2579203486473,226.51405008152312,226.33981323242188,172.90492248535156,265.05743408203125,276.5724182128906,0
17,7,2,detected,1132.7473614974854,196.32224807466017,1085.9449462890625,133.2522430419922,1222.7373046875,250.13485717773438,0
17,8,1,detected,275.18574045127855,222.68569929729748,256.4632263183594,169.83206176757812,305.9336242675781,274.92926025390625,0
17,5,1,predicted,601.5589569342533,235.44427961802415,0,0,0,0,13
18,0,0,detected,150.95196420430457,285.20182985160085,0.0,200.76611328125,301.9263000488281,368.9975280761719,0
18,2,2,detected,1010.578723628217,183.33623282896795,991.53466796875,147.42495727539062,1029.4146728515625,216.6638641357422,0
18,3,0,detected,464.33402167287966,184.1424445401191,447.3818359375,171.66119384765625,481.24542236328125,196.47128295898438,0
18,6,1,detected,250.27039534268897,226.25570164685178,235.01541137695312,172.4947967529297,276.92266845703125,279.3428039550781,0
18,7,2,detected,1152.4633907017587,194.19453998650044,1110.4501953125,131.57728576660156,1223.9716796875,248.16122436523438,0
18,8,1,detected,283.2972853224569,222.34768355063034,268.0323486328125,168.01535034179688,312.3526611328125,275.1653747558594,0
18,9,2,detected,1201.2213745117188,181.12659072875977,1178.560302734375,122.2588119506836,1223.8824462890625,239.99436950683594,0
18,1,0,predicted,886.9075964425933,177.8793059760135,0,0,0,0,1
18,4,1,predicted,1189.5368498127393,203.49386115001516,0,0,0,0,1
18,5,1,predicted,601.6899515407491,235.48816847997267,0,0,0,0,14
19,0,0,detected,150.7868039962758,285.03320128964145,0.0,200.27610778808594,301.3040771484375,368.9928283691406,0
19,2,2,detected,1010.4408109950742,182.99635950267853,991.388427734375,147.7083740234375,1029.2677001953125,216.7173309326172,0
19,3,0,detected,464.3009103115632,184.11099577321917,447.23712158203125,171.52508544921875,481.3106384277344,196.41017150878906,0
19,6,1,detected,259.43504951771433,225.77104753462254,241.8752899169922,172.11781311035156,290.06219482421875,277.7312927246094,0
19,8,1,detected,292.21238069073155,221.3822516227672,278.6512451171875,166.4700164794922,320.73443603515625,271.7861633300781,0
19,9,2,detected,1183.5663721674084,183.61506348311204,1134.3162841796875,129.4140167236328,1223.6229248046875,243.86331176757812,0
19,1,0,predicted,882.6113664956372,178.00329652976606,0,0,0,0,2
19,4,1,predicted,1193.9455768998662,203.19837736769736,0,0,0,0,2
19,5,1,predicted,601.8213360527504,235.53214339457483,0,0,0,0,15
19,7,2,predicted,1157.092828720467,193.85774731097843,0,0,0,0,1
20,0,0,detected,150.6428582299784,284.906404818735,0.0,200.24710083007812,301.0670471191406,368.99334716796875,0
20,2,2,detected,1010.3003050619814,182.73728711840062,991.2572021484375,147.78237915039062,1029.1236572265625,216.56683349609375,0
20,3,0,detected,464.27515761454714,184.0750617207843,447.103759765625,171.4899444580078,481.40850830078125,196.3636016845703,0
20,6,1,detected,265.95619265271796,226.07369558828927,247.021728515625,173.8931884765625,292.476806640625,280.2632751464844,0
20,8,1,detected,300.0498469239786,220.969188598698,283.1224060058594,167.28692626953125,329.4693603515625,272.91998291015625,0
20,9,2,detected,1186.354770733497,183.9373635539772,1153.2503662109375,125.683837890625,1223.78662109375,243.32066345214844,0
20,1,0,predicted,878.2628240293965,178.12822594585833,0,0,0,0,3
20,4,1,predicted,1198.4112311086096,202.89853240029817,0,0,0,0,3
20,5,1,predicted,601.9531104702573,235.57620436183063,0,0,0,0,16
20,7,2,predicted,1161.7737562462498,193.5174609369504,0,0,0,0,2
21,0,0,detected,150.55280094662768,284.7568499019857,0.0,199.85491943359375,300.99676513671875,369.0068054199219,0
21,2,2,detected,1010.1876055976726,182.5764104223242,991.1135864257812,147.82933044433594,1029.104248046875,216.70314025878906,0
21,3,0,detected,464.21469224083734,184.02062211394778,446.96881103515625,171.3906707763672,481.3600769042969,196.28103637695312,0
21,6,1,detected,270.86025811503305,225.95678352072585,253.1747589111328,172.8377685546875,292.7607421875,279.08544921875,0
21,8,1,detected,309.3506804977788,221.27221295982525,290.44512939453125,169.7901611328125,343.1518249511719,274.5013427734375,0
21,9,2,detected,1193.552345116776,182.5767613997493,1176.4234619140625,117.13848876953125,1224.0,242.22445678710938,0
21,1,0,predicted,873.8619690438713,178.25409422429033,0,0,0,0,4
21,4,1,predicted,1202.9338124389694,202.5943262478176,0,0,0,0,4
21,5,1,predicted,602.0852747932697,235.62035138174008,0,0,0,0,17
21,7,2,predicted,1166.5061732791073,193.17368086441644,0,0,0,0,3
22,0,0,detected,150.47133450205018,284.57049670723615,0.0,199.3555145263672,300.8555908203125,368.9952392578125,0
22,2,2,detected,1010.082712646054,182.39102282986187,990.9361572265625,147.47947692871094,1029.0950927734375,216.60653686523438,0
22,3,0,detected,464.2239112354077,183.9415780503913,446.9385681152344,171.27093505859375,481.5419616699219,196.14622497558594,0
22,6,1,detected,278.9788295636641,225.50472770226128,264.8125305175781,171.49163818359375,303.03521728515625,278.0041198730469,0
22,8,1,detected,317.2368633672348,221.32746058989713,295.203125,168.50914001464844,351.0177917480469,274.66400146484375,0
22,1,0,predicted,869.4088015390618,178.38090136506204,0,0,0,0,5
22,4,1,predicted,1207.5133208909458,202.28575891025565,0,0,0,0,5
22,5,1,predicted,602.2178290217877,235.66458445430317,0,0,0,0,18
22,7,2,predicted,1171.2900798190394,192.82640709337647,0,0,0,0,4
22,9,2,predicted,1193.6233604432234,182.57291390741432,0,0,0,0,1
23,0,0,detected,150.6604357644909,284.4610794361681,0.0,199.48480224609375,301.7365417480469,369.0335693359375,0
23,2,2,detected,1009.9634409284486,182.33015794915582,990.9730834960938,147.99342346191406,1028.8013916015625,216.576171875,0
23,3,0,detected,464.2364875692998,183.8987486414502,446.9490966796875,171.2917022705078,481.5616760253906,196.22511291503906,0
23,5,1,detected,887.3792157341796,229.55539913470437,866.7489624023438,147.0542755126953,924.5224609375,310.4490966796875,0
23,6,1,detected,288.5175097275978,224.8080433607542,274.3902587890625,171.27528381347656,314.62335205078125,275.79034423828125,0
23,8,1,detected,324.30358080664456,220.85977936018182,302.11700439453125,168.05715942382812,356.28839111328125,271.68798828125,0
23,1,0,predicted,864.9033215149677,178.50864736817348,0,0,0,0,6
23,4,1,predicted,1212.1497564645385,201.9728303876123,0,0,0,0,6
23,7,2,predicted,1176.1254758660461,192.47563962383052,0,0,0,0,5
23,9,2,predicted,1193.6946089893934,182.56904804706915,0,0,0,0,2
24,0,0,detected,150.87197584523008,284.37096986189533,0.0,199.4263916015625,302.1827392578125,369.0206604003906,0
24,2,2,detected,1009.8745292216505,182.26205250823773,990.8042602539062,147.7424774169922,1028.857421875,216.6731719970703,0
24,3,0,detected,464.2702788210983,183.84781747957467,446.97149658203125,171.2453155517578,481.6443176269531,196.14686584472656,0
24,5,1,detected,892.8081784000253,229.16622685715458,860.6314697265625,146.92855834960938,925.7437744140625,310.7568664550781,0
24,6,1,detected,295.94171286787054,224.9834087411916,278.9747619628906,172.27061462402344,320.36712646484375,279.1986083984375,0
24,8,1,detected,332.61069980443744,221.14970383322338,314.5390319824219,167.48716735839844,362.451904296875,276.4767150878906,0
24,1,0,predicted,860.3455289715893,178.63733223362465,0,0,0,0,7
24,4,1,predicted,1216.8431191597476,201.6555406798876,0,0,0,0,7
24,7,2,predicted,1181.0123614201275,192.1213784557786,0,0,0,0,6
24,9,2,predicted,1193.7660907552856,182.56516381871378,0,0,0,0,3
25,0,0,detected,151.02627901485502,284.28987958602465,0.0,199.32872009277344,302.3664855957031,369.0143127441406,0
25,2,2,detected,1009.8460708047644,182.1913938326151,990.8328857421875,147.70285034179688,1028.888916015625,216.57595825195312,0
25,3,0,detected,464.2588292712941,183.80160643640167,446.8641662597656,171.19248962402344,481.6427917480469,196.14402770996094,0
25,5,1,detected,899.3647317043029,228.98047073718166,864.8948974609375,142.97691345214844,936.46533203125,314.6162414550781,0
25,6,1,detected,303.1479332357249,225.63086581715584,283.9041442871094,173.41201782226562,328.9899597167969,281.404296875,0
25,8,1,detected,340.44121306457794,221.47155731370822,321.5140686035156,167.0776824951172,369.79010009765625,277.6259460449219,0
25,1,0,predicted,855.7354239089264,178.76695596141553,0,0,0,0,8
25,4,1,predicted,1221.5934089765733,201.3338897870815,0,0,0,0,8
25,7,2,predicted,1185.9507364812835,191.76362358922069,0,0,0,0,7
25,9,2,predicted,1193.8378057409004,182.56126122234824,0,0,0,0,4
26,0,0,detected,151.08979269504016,284.28929725436655,0.0,199.68614196777344,302.3128967285156,369.0303039550781,0
26,2,2,detected,1009.84627099557,182.16249495671565,990.90185546875,147.7554168701172,1028.87353515625,216.66751098632812,0
26,3,0,detected,464.18640055786705,183.780165097587,446.63641357421875,171.21432495117188,481.6154479980469,196.204345703125,0
26,5,1,detected,907.6327688846936,228.29560431897372,871.7960815429688,142.2432861328125,948.7440795898438,312.1029052734375,0
26,6,1,detected,309.914552897821,226.44065591500743,291.8953552246094,175.4144287109375,333.29156494140625,281.5767822265625,0
26,8,1,detected,350.007791585146,221.41215351336515,331.2861633300781,169.20306396484375,381.9653015136719,273.5417175292969,0
26,10,1,detected,898.9198303222656,225.86278533935547,869.0300903320312,149.56101989746094,928.8095703125,302.16455078125,0
26,1,0,predicted,851.0730063269789,178.89751855154614,0,0,0,0,9
26,4,1,predicted,1226.4006259150153,201.007877709194,0,0,0,0,9
26,7,2,predicted,1190.940601049514,191.40237502415678,0,0,0,0,8
26,9,2,predicted,1193.9097539462377,182.5573402579725,0,0,0,0,5
27,0,0,detected,151.04780660541266,284.32232627687176,0.0,199.89035034179688,302.03057861328125,369.03851318359375,0
27,2,2,detected,1009.8238193219395,182.16024210691597,990.918212890625,147.73223876953125,1028.7694091796875,216.81008911132812,0
27,3,0,detected,464.1389029028699,183.75675023640076,446.5746154785156,171.1653289794922,481.6339416503906,196.20677185058594,0
27,5,1,detected,919.3796602984045,228.5390890147548,886.9942016601562,141.5186309814453,962.3088989257812,316.93206787109375,0
27,6,1,detected,316.76171642504227,226.36576661635243,299.8561706542969,174.93679809570312,338.775390625,277.78131103515625,0
27,8,1,detected,359.4087915733203,221.6233371082675,339.04443359375,170.0354766845703,392.1350402832031,274.3912658691406,0
27,10,1,detected,902.9859874412547,227.8953167083956,871.1478881835938,151.45361328125,936.9414672851562,309.2762451171875,0
27,1,0,predicted,846.358276225747,179.02902000401647,0,0,0,0,10
27,4,1,predicted,1231.264769975074,200.67750444622513,0,0,0,0,10
27,7,2,predicted,1195.9819551248193,191.03763276058692,0,0,0,0,9
27,9,2,predicted,1193.9819353712976,182.55340092558657,0,0,0,0,6
28,0,0,detected,151.03786411979618,284.3885465519455,0.0,200.1568145751953,302.0718078613281,369.0401611328125,0
28,2,2,detected,1009.8936961887467,182.21554991760772,991.1138305664062,148.21978759765625,1028.880615234375,216.6857452392578,0
28,3,0,detected,464.0882731984569,183.73251395847856,446.46197509765625,171.1071014404297,481.64373779296875,196.22227478027344,0
28,5,1,detected,934.3529440917924,228.72230053312936,892.89794921875,143.58229064941406,990.6435546875,314.94256591796875,0
28,6,1,detected,326.71261025432625,226.80368547289194,312.2505187988281,172.96249389648438,351.4930725097656,282.8881530761719,0
28,8,1,detected,366.8165283853788,221.7427890831391,346.047119140625,169.4275360107422,395.6800231933594,274.76953125,0
28,10,1,detected,907.3567713393772,228.1227168364556,870.6483154296875,151.434814453125,950.7545166015625,305.6058349609375,0
28,1,0,predicted,841.5912336052306,179.16146031882653,0,0,0,0,11
28,4,1,predicted,1236.185841156749,200.34276999817487,0,0,0,0,11
28,7,2,predicted,1201.074798707199,190.66939679851106,0,0,0,0,10
28,9,2,predicted,1194.05435001608,182.54944322519046,0,0,0,0,7
29,0,0,detected,151.10624015383044,284.5228624462624,0.0,200.71981811523438,302.3497314453125,369.025634765625,0
